osmid,road type,length,geometry
178161854,service,303.788,"MULTILINESTRING ((104.0968555 30.6798457, 104.0969376 30.67987, 104.0971297 30.6799268), (104.0971297 30.6799268, 104.0969376 30.67987, 104.0968555 30.6798457), (104.0968555 30.6798457, 104.0966445 30.6797839, 104.0968555 30.6798457), (104.0978304 30.6801312, 104.0971297 30.6799268), (104.0971297 30.6799268, 104.0978304 30.6801312), (104.0978304 30.6801312, 104.0979143 30.6801707, 104.097964 30.6802006, 104.0980452 30.6802672, 104.0980887 30.6803111, 104.0980452 30.6802672, 104.097964 30.6802006, 104.0979143 30.6801707, 104.0978304 30.6801312))"
665501076,service,163.524,"LINESTRING (104.0978304 30.6801312, 104.0981162 30.6794382, 104.0978304 30.6801312)"
193613865,residential,2210.442,"MULTILINESTRING ((104.0983555 30.6808461, 104.0970358 30.6811504, 104.0966388 30.6815841, 104.0962027 30.6823342, 104.0958235 30.682839, 104.0956716 30.6829554, 104.0958235 30.682839, 104.0962027 30.6823342, 104.0966388 30.6815841, 104.0970358 30.6811504, 104.0983555 30.6808461), (104.0983555 30.6808461, 104.099048 30.6804841, 104.0994613 30.6802062, 104.0998961 30.680099), (104.0998961 30.680099, 104.0994613 30.6802062, 104.099048 30.6804841, 104.0983555 30.6808461), (104.0998961 30.680099, 104.1012453 30.679723, 104.1020891 30.6794988, 104.1025075 30.6792496, 104.1027114 30.6789359, 104.1027259 30.6783297, 104.1026498 30.6768227, 104.1026472 30.676771), (104.1026472 30.676771, 104.1026498 30.6768227, 104.1027259 30.6783297, 104.1027114 30.6789359, 104.1025075 30.6792496, 104.1020891 30.6794988, 104.1012453 30.679723, 104.0998961 30.680099), (104.1026472 30.676771, 104.1026309 30.676654, 104.1026472 30.676771))"
558240057,residential,1019.844,"MULTILINESTRING ((104.0983555 30.6808461, 104.0984555 30.6811101, 104.0985931 30.6813463, 104.0987361 30.681631, 104.0989407 30.6818742), (104.0989407 30.6818742, 104.0987361 30.681631, 104.0985931 30.6813463, 104.0984555 30.6811101, 104.0983555 30.6808461), (104.0983555 30.6808461, 104.0982847 30.6806816, 104.0981557 30.6804256, 104.0980887 30.6803111, 104.0981557 30.6804256, 104.0982847 30.6806816, 104.0983555 30.6808461), (104.0989407 30.6818742, 104.098998 30.6819423, 104.0992685 30.6822076, 104.0995582 30.6826159, 104.0997379 30.6828235, 104.0998183 30.6828858, 104.0997754 30.6830657, 104.099813 30.6831787, 104.0998827 30.6832825, 104.099939 30.683331, 104.0999954 30.6834394, 104.0998961 30.6836355, 104.0998398 30.6837646, 104.1000678 30.6839261, 104.1003794 30.6840285, 104.100455 30.6840801, 104.1003794 30.6840285, 104.1000678 30.6839261, 104.0998398 30.6837646, 104.0998961 30.6836355, 104.0999954 30.6834394, 104.099939 30.683331, 104.0998827 30.6832825, 104.099813 30.6831787, 104.0997754 30.6830657, 104.0998183 30.6828858, 104.0997379 30.6828235, 104.0995582 30.6826159, 104.0992685 30.6822076, 104.098998 30.6819423, 104.0989407 30.6818742))"
558240058,residential,129.562,"LINESTRING (104.0980887 30.6803111, 104.0981557 30.6804256, 104.0982847 30.6806816, 104.0983555 30.6808461, 104.0982847 30.6806816, 104.0981557 30.6804256, 104.0980887 30.6803111)"
1118093717,residential,129.562,"LINESTRING (104.0980887 30.6803111, 104.0981557 30.6804256, 104.0982847 30.6806816, 104.0983555 30.6808461, 104.0982847 30.6806816, 104.0981557 30.6804256, 104.0980887 30.6803111)"
660731342,residential,634.054,"LINESTRING (104.0989407 30.6818742, 104.098998 30.6819423, 104.0992685 30.6822076, 104.0995582 30.6826159, 104.0997379 30.6828235, 104.0998183 30.6828858, 104.0997754 30.6830657, 104.099813 30.6831787, 104.0998827 30.6832825, 104.099939 30.683331, 104.0999954 30.6834394, 104.0998961 30.6836355, 104.0998398 30.6837646, 104.1000678 30.6839261, 104.1003794 30.6840285, 104.100455 30.6840801, 104.1003794 30.6840285, 104.1000678 30.6839261, 104.0998398 30.6837646, 104.0998961 30.6836355, 104.0999954 30.6834394, 104.099939 30.683331, 104.0998827 30.6832825, 104.099813 30.6831787, 104.0997754 30.6830657, 104.0998183 30.6828858, 104.0997379 30.6828235, 104.0995582 30.6826159, 104.0992685 30.6822076, 104.098998 30.6819423, 104.0989407 30.6818742)"
852040280,service,48.684,"LINESTRING (104.1008162 30.6768157, 104.100884 30.6766047, 104.1008162 30.6768157)"
178161859,service,278.8,"MULTILINESTRING ((104.1003614 30.6778314, 104.1003496 30.6779784, 104.1003614 30.6778314), (104.1004133 30.6775902, 104.1003879 30.6776664, 104.1003806 30.6776909, 104.1003683 30.6777457, 104.1003614 30.6778314), (104.1003614 30.6778314, 104.1003683 30.6777457, 104.1003806 30.6776909, 104.1003879 30.6776664, 104.1004133 30.6775902), (104.1004133 30.6775902, 104.1004192 30.6775725, 104.1004477 30.6775101, 104.1004768 30.6774463, 104.1005231 30.6773782, 104.1006067 30.6772888, 104.1007167 30.6771344, 104.1007786 30.6769936, 104.1008162 30.6768157, 104.1007786 30.6769936, 104.1007167 30.6771344, 104.1006067 30.6772888, 104.1005231 30.6773782, 104.1004768 30.6774463, 104.1004477 30.6775101, 104.1004192 30.6775725, 104.1004133 30.6775902))"
641188916,service,549.9300000000001,"MULTILINESTRING ((104.1009742 30.6783907, 104.1008981 30.6785797, 104.1007933 30.6788398, 104.1007269 30.6788204, 104.1007933 30.6788398, 104.1008981 30.6785797, 104.1009742 30.6783907), (104.1010558 30.6781884, 104.1009875 30.6783577, 104.1009742 30.6783907), (104.1009742 30.6783907, 104.1009875 30.6783577, 104.1010558 30.6781884), (104.1010558 30.6781884, 104.1011387 30.6779826, 104.1012616 30.6776776, 104.1015242 30.6770259, 104.1009826 30.6768651, 104.1015242 30.6770259, 104.1012616 30.6776776, 104.1011387 30.6779826, 104.1010558 30.6781884))"
1236899468,secondary,4215.636,"LINESTRING (104.0401085 30.7242166, 104.0405204 30.7245495, 104.0408701 30.724825, 104.0415279 30.7253376, 104.043456 30.7268402, 104.0437795 30.7270609, 104.0445652 30.7274611, 104.0447737 30.7275654, 104.0456306 30.7278591, 104.0460942 30.7279419, 104.0471748 30.7281151, 104.0481361 30.7281722, 104.0486317 30.7281566, 104.0491081 30.7281278, 104.0500029 30.7280879, 104.0510357 30.7280452, 104.0515573 30.7280334, 104.0522164 30.7280254, 104.0543363 30.7278728, 104.0553944 30.7277988, 104.0562918 30.7277271, 104.0574346 30.727578, 104.0595314 30.7273045, 104.0601167 30.727196, 104.0608113 30.7271035, 104.0610963 30.7270679, 104.0631035 30.7268177, 104.0641514 30.7266973, 104.0652169 30.7265982, 104.0653566 30.7265809, 104.0662335 30.7264723, 104.0673791 30.7262986, 104.0674659 30.7262839, 104.0680166 30.7261908, 104.0689314 30.72607, 104.0702487 30.7259235, 104.070686 30.7258704, 104.0721848 30.7256855, 104.0728663 30.7255779, 104.0735718 30.7253701, 104.0739779 30.7252355, 104.0747938 30.7249862, 104.0754873 30.7247712, 104.0763618 30.7245893, 104.078289 30.7240708, 104.0787952 30.723923, 104.0789274 30.7238844, 104.0793092 30.7237461, 104.0802005 30.7233355, 104.0807243 30.7231188, 104.0818941 30.7228149)"
570400717,secondary,1931.385,"LINESTRING (104.069549 30.7334065, 104.069529 30.7333037, 104.0693486 30.7319884, 104.0691878 30.7310008, 104.0690982 30.7306877, 104.0689695 30.7303673, 104.0687938 30.7300411, 104.0683861 30.7293632, 104.067763 30.7283113, 104.0675852 30.7279287, 104.0675314 30.7277227, 104.0674839 30.7274726, 104.0674637 30.7272314, 104.0674573 30.7271553, 104.0674556 30.7271351, 104.0674481 30.727045, 104.0673791 30.7262986, 104.067346 30.7261028, 104.0671378 30.7250037, 104.0669851 30.7246332, 104.0667231 30.72417, 104.0664452 30.7236784, 104.066276 30.7233956, 104.0661905 30.7231979, 104.0661238 30.7227571, 104.0660724 30.7222249, 104.0659706 30.7211296, 104.0659435 30.7205828, 104.0659135 30.72015, 104.0658934 30.720031, 104.0658156 30.719485, 104.0656916 30.7187315, 104.0656056 30.7183165, 104.0654944 30.7179833, 104.0653334 30.7176475, 104.0652188 30.7174052, 104.0649976 30.7170028, 104.0648574 30.7167254)"
726610470,residential,742.4820000000001,"LINESTRING (104.0631576 30.721876, 104.0638303 30.7229394, 104.0640262 30.7230987, 104.0642953 30.7232219, 104.0648586 30.7232726, 104.0656652 30.7232274, 104.0661905 30.7231979, 104.0656652 30.7232274, 104.0648586 30.7232726, 104.0642953 30.7232219, 104.0640262 30.7230987, 104.0638303 30.7229394, 104.0631576 30.721876)"
570303020,residential,2066.362,"MULTILINESTRING ((104.0663371 30.7233537, 104.066276 30.7233956, 104.0663371 30.7233537), (104.0690869 30.7211097, 104.0686393 30.7207507, 104.0683281 30.7209052, 104.0675503 30.7213733, 104.0674162 30.7215093, 104.0669981 30.7221038, 104.0670219 30.722178, 104.0672458 30.7223371, 104.0672848 30.7224397, 104.0673115 30.7228121, 104.0673079 30.7229177, 104.067282 30.7229632, 104.0672207 30.7230399, 104.0671346 30.7230853, 104.0667577 30.7231245, 104.0666226 30.7231679, 104.0665059 30.7232382, 104.0663371 30.7233537), (104.0663371 30.7233537, 104.0665059 30.7232382, 104.0666226 30.7231679, 104.0667577 30.7231245, 104.0671346 30.7230853, 104.0672207 30.7230399, 104.067282 30.7229632, 104.0673079 30.7229177, 104.0673115 30.7228121, 104.0672848 30.7224397, 104.0672458 30.7223371, 104.0670219 30.722178, 104.0669981 30.7221038, 104.0674162 30.7215093, 104.0675503 30.7213733, 104.0683281 30.7209052, 104.0686393 30.7207507, 104.0690869 30.7211097), (104.0690869 30.7211097, 104.0692084 30.7211341, 104.069322 30.7211365), (104.069322 30.7211365, 104.0692084 30.7211341, 104.0690869 30.7211097), (104.0694979 30.7209312, 104.0694836 30.7209734, 104.0694354 30.7210472, 104.069322 30.7211365), (104.069322 30.7211365, 104.0694354 30.7210472, 104.0694836 30.7209734, 104.0694979 30.7209312), (104.0694979 30.7209312, 104.0695319 30.7208305, 104.069489 30.7205953, 104.0695266 30.7204846, 104.0696285 30.7204246, 104.0700845 30.7203924, 104.0702132 30.7203186, 104.0702507 30.7202171, 104.0702347 30.7199819, 104.0702347 30.7198113, 104.0703312 30.7197052, 104.0712754 30.7194977, 104.0713634 30.7194475, 104.0714411 30.7193783, 104.0715015 30.7193034, 104.0715518 30.7192184, 104.0714604 30.7185454, 104.0714319 30.7181618, 104.0714438 30.7179164, 104.0714475 30.7178414, 104.0714438 30.7179164, 104.0714319 30.7181618, 104.0714604 30.7185454, 104.0715518 30.7192184, 104.0715015 30.7193034, 104.0714411 30.7193783, 104.0713634 30.7194475, 104.0712754 30.7194977, 104.0703312 30.7197052, 104.0702347 30.7198113, 104.0702347 30.7199819, 104.0702507 30.7202171, 104.0702132 30.7203186, 104.0700845 30.7203924, 104.0696285 30.7204246, 104.0695266 30.7204846, 104.069489 30.7205953, 104.0695319 30.7208305, 104.0694979 30.7209312))"
570471611,residential,1190.23,"LINESTRING (104.067763 30.7283113, 104.0677047 30.7283971, 104.0676545 30.7285251, 104.067714 30.7289713, 104.067714 30.7302347, 104.0677384 30.7316232, 104.0677569 30.7328308, 104.0677918 30.7336389, 104.0677569 30.7328308, 104.0677384 30.7316232, 104.067714 30.7302347, 104.067714 30.7289713, 104.0676545 30.7285251, 104.0677047 30.7283971, 104.067763 30.7283113)"
92408253,primary,1457.8719999999998,"LINESTRING (104.071834 30.7167914, 104.070898 30.7174229, 104.0703744 30.7177348, 104.070033 30.7179367, 104.068432 30.7188465, 104.0674207 30.7193924, 104.0663893 30.7198872, 104.0660103 30.7200891, 104.0659135 30.72015, 104.0647544 30.7206749, 104.0645086 30.7207807, 104.059574 30.7232145, 104.0588285 30.7236093)"
92408255,primary,779.024,"LINESTRING (104.0659135 30.72015, 104.0647544 30.7206749, 104.0645086 30.7207807, 104.059574 30.7232145, 104.0588285 30.7236093)"
184296352,tertiary,1901.4080000000001,"MULTILINESTRING ((104.0843497 30.6847261, 104.0840378 30.6842805), (104.0840378 30.6842805, 104.0843497 30.6847261), (104.0840378 30.6842805, 104.0836003 30.6836141, 104.0840378 30.6842805), (104.0853577 30.6862907, 104.0843497 30.6847261), (104.0843497 30.6847261, 104.0853577 30.6862907), (104.0853577 30.6862907, 104.0867935 30.6884774), (104.0867935 30.6884774, 104.0853577 30.6862907), (104.0867935 30.6884774, 104.087526 30.689593), (104.087526 30.689593, 104.0867935 30.6884774), (104.087526 30.689593, 104.0880253 30.6903534), (104.0880253 30.6903534, 104.087526 30.689593), (104.0880253 30.6903534, 104.0884885 30.6910589, 104.0880253 30.6903534))"
184296325,tertiary,782.4599999999999,"MULTILINESTRING ((104.0828195 30.6932257, 104.0817129 30.6937149, 104.0828195 30.6932257), (104.0828195 30.6932257, 104.0853366 30.6920812, 104.0828195 30.6932257))"
99988889,primary,632.428,"LINESTRING (104.0867707 30.6942493, 104.0869179 30.6941784, 104.0876176 30.6938542, 104.0887569 30.6933085, 104.0892009 30.6930717, 104.0909739 30.6921476, 104.0924814 30.6913821)"
347933331,residential,1354.266,"MULTILINESTRING ((104.0808455 30.6923138, 104.0813425 30.6930655, 104.0802946 30.6936021, 104.0797912 30.6928403, 104.0808455 30.6923138), (104.0808455 30.6923138, 104.0797912 30.6928403, 104.0802946 30.6936021, 104.0813425 30.6930655, 104.0808455 30.6923138), (104.0808455 30.6923138, 104.0818843 30.691794), (104.0818843 30.691794, 104.0808455 30.6923138), (104.0818843 30.691794, 104.083098 30.6911661, 104.0818843 30.691794))"
184296327,residential,853.548,"MULTILINESTRING ((104.0808455 30.6923138, 104.0813425 30.6930655, 104.0802946 30.6936021, 104.0797912 30.6928403, 104.0808455 30.6923138), (104.0808455 30.6923138, 104.0797912 30.6928403, 104.0802946 30.6936021, 104.0813425 30.6930655, 104.0808455 30.6923138))"
184296329,service,595.162,"LINESTRING (104.0847127 30.6865939, 104.0851471 30.6873341, 104.085429 30.6872822, 104.086253 30.6887158, 104.085429 30.6872822, 104.0851471 30.6873341, 104.0847127 30.6865939)"
184296330,tertiary,627.092,"MULTILINESTRING ((104.0891179 30.6888341, 104.087526 30.689593, 104.0891179 30.6888341), (104.0891179 30.6888341, 104.0903817 30.6882074, 104.0891179 30.6888341))"
574533200,secondary,812.25,"MULTILINESTRING ((104.0916325 30.6900791, 104.0924814 30.6913821, 104.0916325 30.6900791), (104.0916325 30.6900791, 104.0915127 30.689896, 104.0911447 30.6893332, 104.0903817 30.6882074, 104.0911447 30.6893332, 104.0915127 30.689896, 104.0916325 30.6900791))"
574533196,secondary,480.09799999999996,"LINESTRING (104.0903817 30.6882074, 104.0911447 30.6893332, 104.0915127 30.689896, 104.0916325 30.6900791, 104.0915127 30.689896, 104.0911447 30.6893332, 104.0903817 30.6882074)"
184296331,residential,958.226,"MULTILINESTRING ((104.0886658 30.6870652, 104.0878329 30.6869104, 104.0886658 30.6870652), (104.0893888 30.686736, 104.0886658 30.6870652), (104.0886658 30.6870652, 104.0893888 30.686736), (104.0893888 30.686736, 104.089762 30.6865502, 104.0900168 30.6864257, 104.0901053 30.6863842, 104.090167 30.6863749, 104.0903494 30.6863842, 104.0906578 30.6864464, 104.0907919 30.6864787), (104.0907919 30.6864787, 104.0906578 30.6864464, 104.0903494 30.6863842, 104.090167 30.6863749, 104.0901053 30.6863842, 104.0900168 30.6864257, 104.089762 30.6865502, 104.0893888 30.686736), (104.0907919 30.6864787, 104.0923589 30.6856934, 104.0907919 30.6864787))"
257710742,residential,119.756,"LINESTRING (104.0881029 30.6873011, 104.0886658 30.6870652, 104.0881029 30.6873011)"
574533188,residential,213.566,"LINESTRING (104.085981 30.684903, 104.0865201 30.685744, 104.085981 30.684903)"
574533193,residential,388.254,"LINESTRING (104.0865201 30.685744, 104.0871758 30.6867585, 104.0878329 30.6869104, 104.0871758 30.6867585, 104.0865201 30.685744)"
646020329,residential,1715.49,"MULTILINESTRING ((104.1031869 30.6871881, 104.103202 30.6889103), (104.103202 30.6889103, 104.1031869 30.6871881), (104.1031869 30.6871881, 104.1032209 30.6866203, 104.103291 30.686022, 104.1033983 30.6856368, 104.1038378 30.6847381, 104.1033983 30.6856368, 104.103291 30.686022, 104.1032209 30.6866203, 104.1031869 30.6871881), (104.103202 30.6889103, 104.103283 30.6893112, 104.1033474 30.6894842, 104.1034552 30.6896483, 104.1040148 30.6904179, 104.1035158 30.6907339, 104.1029312 30.691102, 104.1025396 30.6914189, 104.1024086 30.6915143, 104.1025396 30.6914189, 104.1029312 30.691102, 104.1035158 30.6907339, 104.1040148 30.6904179, 104.1034552 30.6896483, 104.1033474 30.6894842, 104.103283 30.6893112, 104.103202 30.6889103))"
185073728,residential,407.192,"LINESTRING (104.1012769 30.6863829, 104.1015257 30.6865049, 104.1023917 30.6868943, 104.1031869 30.6871881, 104.1023917 30.6868943, 104.1015257 30.6865049, 104.1012769 30.6863829)"
642684877,unclassified,885.53,"MULTILINESTRING ((104.1038378 30.6847381, 104.1065979 30.6860747, 104.1038378 30.6847381), (104.1038378 30.6847381, 104.1025405 30.6841573, 104.1038378 30.6847381))"
642684862,residential,451.494,"LINESTRING (104.1012463 30.6900475, 104.103202 30.6889103, 104.1012463 30.6900475)"
185073603,residential,767.402,"LINESTRING (104.1024086 30.6915143, 104.1025396 30.6914189, 104.1029312 30.691102, 104.1035158 30.6907339, 104.1040148 30.6904179, 104.1034552 30.6896483, 104.1033474 30.6894842, 104.103283 30.6893112, 104.103202 30.6889103, 104.103283 30.6893112, 104.1033474 30.6894842, 104.1034552 30.6896483, 104.1040148 30.6904179, 104.1035158 30.6907339, 104.1029312 30.691102, 104.1025396 30.6914189, 104.1024086 30.6915143)"
508550196,primary,720.902,"LINESTRING (104.1159856 30.6891163, 104.1164095 30.6888068, 104.1184337 30.6873229, 104.1213947 30.6850284, 104.1216427 30.6848319)"
185078160,tertiary,709.796,"LINESTRING (104.1139095 30.6864482, 104.1141696 30.6867126, 104.1164095 30.6888068, 104.1141696 30.6867126, 104.1139095 30.6864482)"
835276869,primary,1315.837,"LINESTRING (104.1057315 30.6775974, 104.1061085 30.6777154, 104.107608 30.6781333, 104.1086301 30.6784303, 104.1111694 30.6792239, 104.1115087 30.6793299, 104.1122042 30.679547, 104.1137897 30.6800166, 104.1164108 30.6808608, 104.1186964 30.681557)"
469070526,tertiary,1328.406,"MULTILINESTRING ((104.1099471 30.6750342, 104.1124757 30.6757904, 104.1126211 30.675947, 104.1121239 30.6770965, 104.1126211 30.675947, 104.1124757 30.6757904, 104.1099471 30.6750342), (104.1099471 30.6750342, 104.107484 30.6742943, 104.1099471 30.6750342))"
824613749,tertiary,829.374,"LINESTRING (104.1099471 30.6750342, 104.1124757 30.6757904, 104.1126211 30.675947, 104.1121239 30.6770965, 104.1126211 30.675947, 104.1124757 30.6757904, 104.1099471 30.6750342)"
905763776,secondary,281.53,"LINESTRING (104.1157953 30.6712161, 104.1158263 30.6712254, 104.1160306 30.6712863, 104.1160986 30.6713066, 104.1171768 30.6716526, 104.1160986 30.6713066, 104.1160306 30.6712863, 104.1158263 30.6712254, 104.1157953 30.6712161)"
920032538,secondary,281.53,"LINESTRING (104.1157953 30.6712161, 104.1158263 30.6712254, 104.1160306 30.6712863, 104.1160986 30.6713066, 104.1171768 30.6716526, 104.1160986 30.6713066, 104.1160306 30.6712863, 104.1158263 30.6712254, 104.1157953 30.6712161)"
185262440,residential,1099.9379999999999,"MULTILINESTRING ((104.0747686 30.675989, 104.0746267 30.6760603, 104.0747686 30.675989), (104.0747686 30.675989, 104.0757095 30.6754637, 104.0792133 30.6736874, 104.07957 30.6735368, 104.0792133 30.6736874, 104.0757095 30.6754637, 104.0747686 30.675989))"
124867107,primary,682.816,"LINESTRING (104.0774447 30.6801027, 104.076785 30.6790722, 104.0755643 30.6772902, 104.075259 30.6768881, 104.0746267 30.6760603, 104.0743875 30.6757961, 104.0740818 30.6755147, 104.0735432 30.6749827)"
576653676,residential,426.016,"LINESTRING (104.0726677 30.676971, 104.0742476 30.6762194, 104.0746267 30.6760603, 104.0742476 30.6762194, 104.0726677 30.676971)"
576653612,tertiary,394.792,"LINESTRING (104.08454 30.6680803, 104.0863933 30.6672991, 104.08454 30.6680803)"
574533171,primary,642.437,"LINESTRING (104.08454 30.6680803, 104.0847655 30.6684461, 104.0854961 30.6696199, 104.0863593 30.6710094, 104.0866327 30.6714488, 104.086783 30.6716761, 104.0874467 30.6726794, 104.0877623 30.6731491)"
185262446,service,382.362,"LINESTRING (104.0836552 30.6684762, 104.0845698 30.670005, 104.0836552 30.6684762)"
975157257,tertiary,171.608,"LINESTRING (104.0844355 30.6681225, 104.0836552 30.6684762, 104.0828447 30.6688363)"
185262448,residential,688.6859999999999,"MULTILINESTRING ((104.0825739 30.6716125, 104.0826326 30.6716954), (104.0826326 30.6716954, 104.0825739 30.6716125), (104.0825739 30.6716125, 104.0821581 30.6710255, 104.0825739 30.6716125), (104.0826326 30.6716954, 104.0832442 30.6725588, 104.0835277 30.672976), (104.0835277 30.672976, 104.0832442 30.6725588, 104.0826326 30.6716954), (104.0836976 30.673226, 104.0835277 30.672976), (104.0835277 30.672976, 104.0836976 30.673226), (104.0836976 30.673226, 104.0840076 30.6736823, 104.0836976 30.673226))"
633404177,secondary,1984.4279999999999,"MULTILINESTRING ((104.0830567 30.6747848, 104.0828179 30.6748616, 104.0824759 30.6748927, 104.0822867 30.6749023, 104.0819697 30.6749023, 104.0815781 30.674943, 104.0819697 30.6749023, 104.0822867 30.6749023, 104.0824759 30.6748927, 104.0828179 30.6748616, 104.0830567 30.6747848), (104.0835525 30.6744089, 104.083388 30.6746033, 104.08316 30.6747516, 104.0830567 30.6747848), (104.0830567 30.6747848, 104.08316 30.6747516, 104.083388 30.6746033, 104.0835525 30.6744089), (104.0840076 30.6736823, 104.0839248 30.6738068, 104.0835525 30.6744089), (104.0835525 30.6744089, 104.0839248 30.6738068, 104.0840076 30.6736823), (104.0840076 30.6736823, 104.0842785 30.6734608, 104.0846942 30.6730755, 104.0850832 30.6727318, 104.0853433 30.6725403, 104.085566 30.6723604, 104.0858261 30.6722035, 104.0863089 30.6719728, 104.0865316 30.6718667, 104.086641 30.6718171, 104.086781 30.6717536, 104.0868977 30.671694, 104.0871377 30.6715714, 104.0874167 30.6714284, 104.0880524 30.6710362, 104.0894069 30.6701457, 104.0897339 30.6699251, 104.0894069 30.6701457, 104.0880524 30.6710362, 104.0874167 30.6714284, 104.0871377 30.6715714, 104.0868977 30.671694, 104.086781 30.6717536, 104.086641 30.6718171, 104.0865316 30.6718667, 104.0863089 30.6719728, 104.0858261 30.6722035, 104.085566 30.6723604, 104.0853433 30.6725403, 104.0850832 30.6727318, 104.0846942 30.6730755, 104.0842785 30.6734608, 104.0840076 30.6736823))"
185262449,unclassified,793.092,"MULTILINESTRING ((104.0885161 30.6681243, 104.0884889 30.6680825), (104.0884889 30.6680825, 104.0885161 30.6681243), (104.0884889 30.6680825, 104.0876746 30.66683, 104.0884889 30.6680825), (104.0885161 30.6681243, 104.089009 30.6688514), (104.089009 30.6688514, 104.0885161 30.6681243), (104.0894725 30.6695351, 104.089009 30.6688514), (104.089009 30.6688514, 104.0894725 30.6695351), (104.0894725 30.6695351, 104.0897339 30.6699251, 104.0894725 30.6695351))"
677204241,residential,666.64,"MULTILINESTRING ((104.0873526 30.6687212, 104.0854961 30.6696199, 104.0873526 30.6687212), (104.0873526 30.6687212, 104.0885161 30.6681243, 104.0873526 30.6687212))"
185262451,residential,365.642,"LINESTRING (104.0863933 30.6672991, 104.0873526 30.6687212, 104.0863933 30.6672991)"
723512139,primary,9.792,"LINESTRING (104.0877623 30.6731491, 104.0878152 30.6732245)"
193612367,residential,987.2,"MULTILINESTRING ((104.1032139 30.6745251, 104.1031866 30.6746525, 104.1031182 30.6747794, 104.1030174 30.6748942, 104.1027972 30.6750374, 104.1024673 30.6752473, 104.1022461 30.6756452, 104.1021662 30.6758441, 104.1021146 30.6760369, 104.1019925 30.6764466, 104.1021146 30.6760369, 104.1021662 30.6758441, 104.1022461 30.6756452, 104.1024673 30.6752473, 104.1027972 30.6750374, 104.1030174 30.6748942, 104.1031182 30.6747794, 104.1031866 30.6746525, 104.1032139 30.6745251), (104.1032139 30.6745251, 104.1032866 30.6743591, 104.1033956 30.674211, 104.1035108 30.6740661, 104.1036 30.6739034, 104.1038933 30.6731584, 104.1041526 30.6725282, 104.1038933 30.6731584, 104.1036 30.6739034, 104.1035108 30.6740661, 104.1033956 30.674211, 104.1032866 30.6743591, 104.1032139 30.6745251))"
676742945,secondary,65.267,"LINESTRING (104.1019925 30.6764466, 104.1021059 30.6764859, 104.1025084 30.6766148, 104.1026309 30.676654)"
925480212,secondary,328.652,"LINESTRING (104.0993865 30.6756804, 104.1017111 30.6763639, 104.1019925 30.6764466, 104.1021059 30.6764859, 104.1025084 30.6766148, 104.1026309 30.676654)"
641188913,secondary,379.799,"LINESTRING (104.1019925 30.6764466, 104.1021059 30.6764859, 104.1025084 30.6766148, 104.1026309 30.676654, 104.1057315 30.6775974)"
185761835,residential,611.784,"MULTILINESTRING ((104.1025414 30.6743322, 104.1012847 30.6739685), (104.1012847 30.6739685, 104.1025414 30.6743322), (104.1012847 30.6739685, 104.1001798 30.6736546, 104.1012847 30.6739685), (104.1025414 30.6743322, 104.1032139 30.6745251, 104.1025414 30.6743322))"
193438091,tertiary,702.336,"MULTILINESTRING ((104.0979726 30.6729993, 104.1001798 30.6736546, 104.0979726 30.6729993), (104.0979726 30.6729993, 104.0967116 30.6726175, 104.0979726 30.6729993))"
285548886,tertiary,490.412,"MULTILINESTRING ((104.0993865 30.6756804, 104.0993603 30.6757441, 104.0993865 30.6756804), (104.0993865 30.6756804, 104.0994108 30.6756183, 104.1001798 30.6736546, 104.0994108 30.6756183, 104.0993865 30.6756804))"
185761992,tertiary,1309.908,"MULTILINESTRING ((104.09021 30.6729697, 104.090174 30.6730266, 104.09021 30.6729697), (104.0937717 30.6717662, 104.09021 30.6729697), (104.09021 30.6729697, 104.0937717 30.6717662), (104.0937717 30.6717662, 104.0965641 30.6725742, 104.0937717 30.6717662))"
185764914,tertiary,780.3919999999999,"MULTILINESTRING ((104.1037851 30.6699578, 104.1028609 30.6696712), (104.1028609 30.6696712, 104.1037851 30.6699578), (104.1028609 30.6696712, 104.1018841 30.6693682, 104.1028609 30.6696712), (104.1045921 30.6702081, 104.1037851 30.6699578), (104.1037851 30.6699578, 104.1045921 30.6702081), (104.1045921 30.6702081, 104.1057317 30.6705345, 104.1045921 30.6702081))"
185765104,tertiary,701.674,"LINESTRING (104.0984164 30.6683393, 104.0984939 30.6683623, 104.1018841 30.6693682, 104.0984939 30.6683623, 104.0984164 30.6683393)"
193437314,residential,1195.194,"MULTILINESTRING ((104.1066365 30.667581, 104.1062803 30.6683669, 104.1066365 30.667581), (104.1085626 30.6655426, 104.1084621 30.6655647, 104.1078721 30.6656942, 104.1075098 30.6659004, 104.1073791 30.6660528, 104.107187 30.6663665, 104.1066365 30.667581), (104.1066365 30.667581, 104.107187 30.6663665, 104.1073791 30.6660528, 104.1075098 30.6659004, 104.1078721 30.6656942, 104.1084621 30.6655647, 104.1085626 30.6655426), (104.1085626 30.6655426, 104.1089698 30.6655175, 104.1090959 30.6655212, 104.1092018 30.6655423, 104.1093094 30.6655692, 104.1094973 30.6656392, 104.1103952 30.6660418, 104.1094973 30.6656392, 104.1093094 30.6655692, 104.1092018 30.6655423, 104.1090959 30.6655212, 104.1089698 30.6655175, 104.1085626 30.6655426))"
549786044,secondary,118.35,"LINESTRING (104.1062803 30.6683669, 104.1063254 30.6683824, 104.1067567 30.6685161, 104.1068628 30.6685461, 104.1067567 30.6685161, 104.1063254 30.6683824, 104.1062803 30.6683669)"
