osmid,road type,length,geometry
316718768,secondary,343.94300000000004,"LINESTRING (104.0653334 30.7176475, 104.0652188 30.7174052, 104.0649976 30.7170028, 104.0648574 30.7167254, 104.0648183 30.716496, 104.0645356 30.7147338, 104.0645265 30.7146609)"
974076323,residential,1280.578,"LINESTRING (104.060909 30.7150014, 104.0609561 30.7152132, 104.0611523 30.7161587, 104.0614485 30.7175899, 104.0615504 30.7176499, 104.062332 30.7175311, 104.0627466 30.7174055, 104.0630454 30.7172729, 104.0633834 30.7170607, 104.0637766 30.7169351, 104.0648574 30.7167254, 104.0637766 30.7169351, 104.0633834 30.7170607, 104.0630454 30.7172729, 104.0627466 30.7174055, 104.062332 30.7175311, 104.0615504 30.7176499, 104.0614485 30.7175899, 104.0611523 30.7161587, 104.0609561 30.7152132, 104.060909 30.7150014)"
316718767,secondary,112.206,"LINESTRING (104.0653334 30.7176475, 104.0652188 30.7174052, 104.0649976 30.7170028, 104.0648574 30.7167254)"
974076322,residential,656.98,"LINESTRING (104.063216 30.7197366, 104.0632778 30.7196562, 104.0634065 30.7195223, 104.0638517 30.7190426, 104.0639787 30.7188978, 104.0640995 30.7185572, 104.0643989 30.7179589, 104.0645492 30.7178368, 104.0647315 30.7177606, 104.0653334 30.7176475, 104.0647315 30.7177606, 104.0645492 30.7178368, 104.0643989 30.7179589, 104.0640995 30.7185572, 104.0639787 30.7188978, 104.0638517 30.7190426, 104.0634065 30.7195223, 104.0632778 30.7196562, 104.063216 30.7197366)"
350458790,residential,491.98,"LINESTRING (104.0619675 30.7212663, 104.0624042 30.7211624, 104.0626911 30.7210887, 104.0628777 30.7210174, 104.0629688 30.7209725, 104.0630772 30.7208696, 104.0631666 30.7207372, 104.0632083 30.7206345, 104.0632238 30.7204518, 104.0632089 30.7202246, 104.063216 30.7197366, 104.0632089 30.7202246, 104.0632238 30.7204518, 104.0632083 30.7206345, 104.0631666 30.7207372, 104.0630772 30.7208696, 104.0629688 30.7209725, 104.0628777 30.7210174, 104.0626911 30.7210887, 104.0624042 30.7211624, 104.0619675 30.7212663)"
1010223968,residential,120.18599999999999,"LINESTRING (104.0619675 30.7212663, 104.0617379 30.7213475, 104.0616398 30.7213818, 104.0615068 30.7214705, 104.0614485 30.7215282, 104.0614366 30.7215834, 104.0614102 30.7216657, 104.0613952 30.7217492, 104.061427 30.7218572, 104.0615236 30.7220586)"
831647415,residential,1304.6219999999998,"MULTILINESTRING ((104.0604389 30.7254212, 104.0594834 30.7254353, 104.0604389 30.7254212), (104.0608352 30.7254154, 104.0604389 30.7254212), (104.0604389 30.7254212, 104.0608352 30.7254154), (104.0608352 30.7254154, 104.0619834 30.7253985, 104.0622409 30.7253616, 104.0624018 30.7251864, 104.0624731 30.7248763, 104.0622966 30.7241365), (104.0622966 30.7241365, 104.0624731 30.7248763, 104.0624018 30.7251864, 104.0622409 30.7253616, 104.0619834 30.7253985, 104.0608352 30.7254154), (104.0622966 30.7241365, 104.0619622 30.722809, 104.0615236 30.7220586, 104.0619622 30.722809, 104.0622966 30.7241365))"
831647416,residential,212.08799999999997,"LINESTRING (104.0615236 30.7220586, 104.0613672 30.7218999, 104.0611639 30.7217807, 104.0609482 30.7216907, 104.0606678 30.7216245, 104.0604214 30.7216165, 104.0601995 30.7216192, 104.0594749 30.7217063)"
350458800,residential,276.566,"LINESTRING (104.0492476 30.7224241, 104.0494886 30.7221868, 104.0498001 30.7218933, 104.0498346 30.7218629, 104.0502411 30.7215211, 104.0498346 30.7218629, 104.0498001 30.7218933, 104.0494886 30.7221868, 104.0492476 30.7224241)"
833755254,residential,276.566,"LINESTRING (104.0492476 30.7224241, 104.0494886 30.7221868, 104.0498001 30.7218933, 104.0498346 30.7218629, 104.0502411 30.7215211, 104.0498346 30.7218629, 104.0498001 30.7218933, 104.0494886 30.7221868, 104.0492476 30.7224241)"
833755255,residential,276.566,"LINESTRING (104.0492476 30.7224241, 104.0494886 30.7221868, 104.0498001 30.7218933, 104.0498346 30.7218629, 104.0502411 30.7215211, 104.0498346 30.7218629, 104.0498001 30.7218933, 104.0494886 30.7221868, 104.0492476 30.7224241)"
946475305,unclassified,1745.6019999999999,"MULTILINESTRING ((104.065306 30.7092817, 104.0651439 30.7082388, 104.0651251 30.7080073, 104.0651964 30.7072205), (104.0651964 30.7072205, 104.0651251 30.7080073, 104.0651439 30.7082388, 104.065306 30.7092817), (104.0651964 30.7072205, 104.0652129 30.706898, 104.0652347 30.7068311, 104.0652845 30.7067588, 104.0662994 30.705929, 104.0663337 30.7058701, 104.0663617 30.7057845, 104.0663368 30.7051889, 104.0663617 30.7057845, 104.0663337 30.7058701, 104.0662994 30.705929, 104.0652845 30.7067588, 104.0652347 30.7068311, 104.0652129 30.706898, 104.0651964 30.7072205), (104.065306 30.7092817, 104.0654542 30.7101488), (104.0654542 30.7101488, 104.065306 30.7092817), (104.0656439 30.7112582, 104.0654542 30.7101488), (104.0654542 30.7101488, 104.0656439 30.7112582), (104.0656439 30.7112582, 104.0658245 30.7125961, 104.0656439 30.7112582))"
831647417,residential,256.486,"LINESTRING (104.063216 30.7197366, 104.0632645 30.72004, 104.0632863 30.7203597, 104.0632954 30.7204685, 104.0632858 30.7205724, 104.0632778 30.72066, 104.0631992 30.7208204, 104.0630929 30.7209607, 104.0629265 30.7211434, 104.0628782 30.7212333, 104.0628701 30.7213513, 104.0629134 30.7215266, 104.0629833 30.7216547, 104.0631353 30.7218407, 104.0631576 30.721876)"
815092897,living_street,91.35,"MULTILINESTRING ((104.0664858 30.7176254, 104.0666666 30.7177451, 104.0664858 30.7176254), (104.0664858 30.7176254, 104.0662881 30.7174944, 104.0664858 30.7176254))"
974076321,residential,600.3,"LINESTRING (104.05637 30.7221087, 104.0594749 30.7217063, 104.05637 30.7221087)"
137330876,secondary,98.37599999999999,"LINESTRING (104.0720488 30.7147015, 104.0720866 30.7150871, 104.0721198 30.7153919, 104.0721343 30.7155831)"
350459411,residential,1612.734,"MULTILINESTRING ((104.0360586 30.7182686, 104.0366166 30.7186184, 104.0374357 30.7198442), (104.0374357 30.7198442, 104.0366166 30.7186184, 104.0360586 30.7182686), (104.0360586 30.7182686, 104.0346189 30.7173908, 104.0360586 30.7182686), (104.0391485 30.7214278, 104.0381331 30.7206256, 104.0374357 30.7198442), (104.0374357 30.7198442, 104.0381331 30.7206256, 104.0391485 30.7214278), (104.0391485 30.7214278, 104.0402729 30.722648, 104.0391485 30.7214278))"
350459413,living_street,716.836,"LINESTRING (104.0404843 30.7151549, 104.0414767 30.7152102, 104.0416055 30.7139466, 104.0415143 30.7137852, 104.0416196 30.7128692, 104.0415143 30.7137852, 104.0416055 30.7139466, 104.0414767 30.7152102, 104.0404843 30.7151549)"
350459412,residential,682.104,"LINESTRING (104.0374357 30.7198442, 104.0401723 30.7178763, 104.0374357 30.7198442)"
577364620,service,220.43599999999998,"LINESTRING (104.0445535 30.6786702, 104.0453007 30.6792777, 104.0454034 30.6792175, 104.0453007 30.6792777, 104.0445535 30.6786702)"
577364621,service,220.43599999999998,"LINESTRING (104.0445535 30.6786702, 104.0453007 30.6792777, 104.0454034 30.6792175, 104.0453007 30.6792777, 104.0445535 30.6786702)"
974076315,residential,569.154,"LINESTRING (104.0432901 30.6764137, 104.0434136 30.6768871, 104.04357 30.6773957, 104.0435994 30.6774589, 104.0436103 30.6774841, 104.0437354 30.6777729, 104.04391 30.6780233, 104.0442182 30.6783727, 104.0445535 30.6786702, 104.0442182 30.6783727, 104.04391 30.6780233, 104.0437354 30.6777729, 104.0436103 30.6774841, 104.0435994 30.6774589, 104.04357 30.6773957, 104.0434136 30.6768871, 104.0432901 30.6764137)"
889116398,residential,586.398,"MULTILINESTRING ((104.0432901 30.6764137, 104.0434136 30.6768871, 104.04357 30.6773957, 104.0435994 30.6774589, 104.0436103 30.6774841, 104.0437354 30.6777729, 104.04391 30.6780233, 104.0442182 30.6783727, 104.0445535 30.6786702, 104.0442182 30.6783727, 104.04391 30.6780233, 104.0437354 30.6777729, 104.0436103 30.6774841, 104.0435994 30.6774589, 104.04357 30.6773957, 104.0434136 30.6768871, 104.0432901 30.6764137), (104.0432901 30.6764137, 104.0432747 30.6763373, 104.0432901 30.6764137))"
889116399,residential,569.154,"LINESTRING (104.0432901 30.6764137, 104.0434136 30.6768871, 104.04357 30.6773957, 104.0435994 30.6774589, 104.0436103 30.6774841, 104.0437354 30.6777729, 104.04391 30.6780233, 104.0442182 30.6783727, 104.0445535 30.6786702, 104.0442182 30.6783727, 104.04391 30.6780233, 104.0437354 30.6777729, 104.0436103 30.6774841, 104.0435994 30.6774589, 104.04357 30.6773957, 104.0434136 30.6768871, 104.0432901 30.6764137)"
577364641,primary,644.9970000000001,"LINESTRING (104.0407864 30.6816271, 104.0410297 30.6820429, 104.042237 30.6840271, 104.0424434 30.6844007, 104.0428008 30.6848194, 104.0431244 30.685087, 104.0434961 30.6853175, 104.0437574 30.6854651, 104.0440268 30.6855713, 104.0442926 30.6856444, 104.0443179 30.6856514, 104.0446304 30.6857291, 104.0449878 30.6858033)"
726610469,primary,644.9970000000001,"LINESTRING (104.0407864 30.6816271, 104.0410297 30.6820429, 104.042237 30.6840271, 104.0424434 30.6844007, 104.0428008 30.6848194, 104.0431244 30.685087, 104.0434961 30.6853175, 104.0437574 30.6854651, 104.0440268 30.6855713, 104.0442926 30.6856444, 104.0443179 30.6856514, 104.0446304 30.6857291, 104.0449878 30.6858033)"
890791655,primary,644.9970000000001,"LINESTRING (104.0407864 30.6816271, 104.0410297 30.6820429, 104.042237 30.6840271, 104.0424434 30.6844007, 104.0428008 30.6848194, 104.0431244 30.685087, 104.0434961 30.6853175, 104.0437574 30.6854651, 104.0440268 30.6855713, 104.0442926 30.6856444, 104.0443179 30.6856514, 104.0446304 30.6857291, 104.0449878 30.6858033)"
350461457,residential,908.998,"LINESTRING (104.0372788 30.6849668, 104.0380846 30.6844393, 104.041418 30.6829806, 104.0380846 30.6844393, 104.0372788 30.6849668)"
350461462,residential,536.092,"MULTILINESTRING ((104.0442623 30.6801323, 104.0452984 30.681036, 104.0442623 30.6801323), (104.0442623 30.6801323, 104.0433268 30.6793226, 104.0442623 30.6801323))"
974076317,residential,380.51,"LINESTRING (104.0427216 30.6812148, 104.0442623 30.6801323, 104.0427216 30.6812148)"
458891571,secondary,448.006,"LINESTRING (104.0595487 30.6732419, 104.0578464 30.6740823, 104.057753 30.674128, 104.0554334 30.6751649)"
566125988,tertiary,640.1539999999999,"MULTILINESTRING ((104.0591759 30.6725382, 104.0594999 30.6731514), (104.0594999 30.6731514, 104.0591759 30.6725382), (104.0591759 30.6725382, 104.0584707 30.6711127, 104.0583971 30.6709594, 104.05835 30.6708905, 104.058303 30.6708437, 104.0582408 30.6708026, 104.058153 30.6707925, 104.0580319 30.6707815, 104.058153 30.6707925, 104.0582408 30.6708026, 104.058303 30.6708437, 104.05835 30.6708905, 104.0583971 30.6709594, 104.0584707 30.6711127, 104.0591759 30.6725382), (104.0594999 30.6731514, 104.0595487 30.6732419, 104.0594999 30.6731514))"
577364633,residential,649.482,"MULTILINESTRING ((104.0411848 30.6801843, 104.0402539 30.6805706, 104.0411848 30.6801843), (104.0416863 30.6799547, 104.0411848 30.6801843), (104.0411848 30.6801843, 104.0416863 30.6799547), (104.0416863 30.6799547, 104.0427216 30.6812148, 104.0416863 30.6799547))"
408290444,residential,413.98199999999997,"LINESTRING (104.0427216 30.6812148, 104.0431652 30.6818275, 104.0436327 30.6815793, 104.0442629 30.6819685, 104.0436327 30.6815793, 104.0431652 30.6818275, 104.0427216 30.6812148)"
350462644,living_street,614.44,"MULTILINESTRING ((104.0746346 30.6522477, 104.0745591 30.6523395, 104.0742131 30.6525458, 104.0745591 30.6523395, 104.0746346 30.6522477), (104.0755256 30.6511644, 104.0746346 30.6522477), (104.0746346 30.6522477, 104.0755256 30.6511644), (104.0755256 30.6511644, 104.0759941 30.6507179, 104.0763243 30.6504972, 104.0759941 30.6507179, 104.0755256 30.6511644))"
280175523,unclassified,876.174,"MULTILINESTRING ((104.0634329 30.6732583, 104.0627772 30.6723209), (104.0627772 30.6723209, 104.0634329 30.6732583), (104.0627772 30.6723209, 104.0624494 30.6718522, 104.0627772 30.6723209), (104.0634329 30.6732583, 104.063955 30.6740049), (104.063955 30.6740049, 104.0634329 30.6732583), (104.063955 30.6740049, 104.0648107 30.6752282, 104.063955 30.6740049))"
350463665,unclassified,309.562,"LINESTRING (104.0808638 30.6525085, 104.0818443 30.6536158, 104.0808638 30.6525085)"
506724923,primary,845.9180000000001,"LINESTRING (104.0578003 30.6785352, 104.0578811 30.6784986, 104.0580358 30.6784276, 104.059265 30.6778629, 104.0610598 30.6770384, 104.0610975 30.677021, 104.0612864 30.676934, 104.0619054 30.676634, 104.0631899 30.6760116, 104.0632842 30.6759659, 104.0633267 30.6759456, 104.0648107 30.6752282, 104.0652156 30.6750392, 104.0654513 30.6749197, 104.0655506 30.67487)"
576634286,unclassified,493.9,"MULTILINESTRING ((104.0813501 30.6538887, 104.0800356 30.6545607, 104.0813501 30.6538887), (104.0813501 30.6538887, 104.0817955 30.6536427), (104.0817955 30.6536427, 104.0813501 30.6538887), (104.0818443 30.6536158, 104.0817955 30.6536427), (104.0817955 30.6536427, 104.0818443 30.6536158), (104.0818443 30.6536158, 104.0822009 30.6534601, 104.0822656 30.6534521, 104.0822009 30.6534601, 104.0818443 30.6536158))"
653814115,service,148.914,"MULTILINESTRING ((104.0818636 30.6537585, 104.081786 30.6537963, 104.0816465 30.6538321, 104.0814722 30.6539025, 104.0813998 30.653921, 104.0813501 30.6538887, 104.0813998 30.653921, 104.0814722 30.6539025, 104.0816465 30.6538321, 104.081786 30.6537963, 104.0818636 30.6537585), (104.0818636 30.6537585, 104.0819156 30.6537322), (104.0819156 30.6537322, 104.0818636 30.6537585), (104.0819156 30.6537322, 104.0818443 30.6536158, 104.0819156 30.6537322))"
352188738,tertiary,844.444,"MULTILINESTRING ((104.0568592 30.6687925, 104.0574954 30.6689977, 104.0578201 30.6692618, 104.0574954 30.6689977, 104.0568592 30.6687925), (104.0568592 30.6687925, 104.0535727 30.6687001, 104.0568592 30.6687925))"
576684161,residential,665.564,"LINESTRING (104.0536866 30.6700214, 104.0568592 30.6687925, 104.0536866 30.6700214)"
576684162,residential,909.5220000000002,"LINESTRING (104.0497381 30.670829, 104.0520913 30.6696883, 104.0521486 30.6696295, 104.0521485 30.6695439, 104.052099 30.6694636, 104.0520629 30.6693943, 104.0520659 30.6693319, 104.0521077 30.6692708, 104.0521718 30.6692276, 104.0532696 30.6687551, 104.0534689 30.6687071, 104.0532696 30.6687551, 104.0521718 30.6692276, 104.0521077 30.6692708, 104.0520659 30.6693319, 104.0520629 30.6693943, 104.052099 30.6694636, 104.0521485 30.6695439, 104.0521486 30.6696295, 104.0520913 30.6696883, 104.0497381 30.670829)"
352188739,residential,909.5220000000002,"LINESTRING (104.0497381 30.670829, 104.0520913 30.6696883, 104.0521486 30.6696295, 104.0521485 30.6695439, 104.052099 30.6694636, 104.0520629 30.6693943, 104.0520659 30.6693319, 104.0521077 30.6692708, 104.0521718 30.6692276, 104.0532696 30.6687551, 104.0534689 30.6687071, 104.0532696 30.6687551, 104.0521718 30.6692276, 104.0521077 30.6692708, 104.0520659 30.6693319, 104.0520629 30.6693943, 104.052099 30.6694636, 104.0521485 30.6695439, 104.0521486 30.6696295, 104.0520913 30.6696883, 104.0497381 30.670829)"
352189416,residential,746.4780000000001,"LINESTRING (104.0543331 30.6636475, 104.0549623 30.6634569, 104.0570219 30.6628331, 104.058047 30.6626313, 104.0570219 30.6628331, 104.0549623 30.6634569, 104.0543331 30.6636475)"
352263098,unclassified,204.403,"LINESTRING (104.0359305 30.6754957, 104.0379327 30.6748525)"
577364734,tertiary,1526.2279999999998,"MULTILINESTRING ((104.0359305 30.6754957, 104.0353557 30.6744078), (104.0353557 30.6744078, 104.0359305 30.6754957), (104.0353557 30.6744078, 104.0353762 30.6727212), (104.0353762 30.6727212, 104.0353557 30.6744078), (104.0353762 30.6727212, 104.0354771 30.6715977), (104.0354771 30.6715977, 104.0353762 30.6727212), (104.0354771 30.6715977, 104.0355799 30.6714235, 104.0355845 30.671066, 104.0356593 30.6709414, 104.0355845 30.671066, 104.0355799 30.6714235, 104.0354771 30.6715977), (104.0359305 30.6754957, 104.0360749 30.6756529, 104.0367661 30.6763799, 104.0378372 30.6759379, 104.0367661 30.6763799, 104.0360749 30.6756529, 104.0359305 30.6754957))"
576684191,residential,451.04200000000003,"MULTILINESTRING ((104.0389635 30.6747192, 104.038099 30.6747124, 104.0389635 30.6747192), (104.0389635 30.6747192, 104.040453 30.6746244, 104.0389635 30.6747192))"
570407473,unclassified,398.036,"LINESTRING (104.1058871 30.701641, 104.1059103 30.7034307, 104.1058871 30.701641)"
354216421,unclassified,1751.264,"MULTILINESTRING ((104.105986 30.7077642, 104.1059501 30.7065105, 104.1059477 30.7063255), (104.1059477 30.7063255, 104.1059501 30.7065105, 104.105986 30.7077642), (104.1059477 30.7063255, 104.1059103 30.7034307, 104.1059477 30.7063255), (104.105986 30.7077642, 104.1064877 30.7112785, 104.105986 30.7077642))"
1060078716,unclassified,487.50800000000004,"LINESTRING (104.1034364 30.7077563, 104.1040125 30.7077582, 104.104145 30.7077584, 104.105986 30.7077642, 104.104145 30.7077584, 104.1040125 30.7077582, 104.1034364 30.7077563)"
1060078717,unclassified,487.50800000000004,"LINESTRING (104.1034364 30.7077563, 104.1040125 30.7077582, 104.104145 30.7077584, 104.105986 30.7077642, 104.104145 30.7077584, 104.1040125 30.7077582, 104.1034364 30.7077563)"
1060078718,unclassified,487.50800000000004,"LINESTRING (104.1034364 30.7077563, 104.1040125 30.7077582, 104.104145 30.7077584, 104.105986 30.7077642, 104.104145 30.7077584, 104.1040125 30.7077582, 104.1034364 30.7077563)"
313934831,tertiary,5366.008,"MULTILINESTRING ((104.1113047 30.7106971, 104.1092661 30.7109479, 104.1064877 30.7112785, 104.1092661 30.7109479, 104.1113047 30.7106971), (104.1113047 30.7106971, 104.1114705 30.710694), (104.1114705 30.710694, 104.1113047 30.7106971), (104.1142314 30.7105578, 104.1114705 30.710694), (104.1114705 30.710694, 104.1142314 30.7105578), (104.116742 30.7104521, 104.1158207 30.7104884, 104.1142314 30.7105578), (104.1142314 30.7105578, 104.1158207 30.7104884, 104.116742 30.7104521), (104.116742 30.7104521, 104.1195507 30.7104047), (104.1195507 30.7104047, 104.116742 30.7104521), (104.1227942 30.71028, 104.1195507 30.7104047), (104.1195507 30.7104047, 104.1227942 30.71028), (104.1241999 30.7102182, 104.1227942 30.71028), (104.1227942 30.71028, 104.1241999 30.7102182), (104.1241999 30.7102182, 104.1243318 30.7101903), (104.1243318 30.7101903, 104.1241999 30.7102182), (104.1271508 30.7110417, 104.125673 30.7104025, 104.1252726 30.7102689, 104.1249068 30.7102071, 104.1245888 30.7101781, 104.1243318 30.7101903), (104.1243318 30.7101903, 104.1245888 30.7101781, 104.1249068 30.7102071, 104.1252726 30.7102689, 104.125673 30.7104025, 104.1271508 30.7110417), (104.1271508 30.7110417, 104.1279996 30.7114839, 104.1287543 30.7119521), (104.1287543 30.7119521, 104.1279996 30.7114839, 104.1271508 30.7110417), (104.1288899 30.7120465, 104.1287543 30.7119521), (104.1287543 30.7119521, 104.1288899 30.7120465), (104.1301726 30.7132358, 104.1298985 30.7128906, 104.129582 30.7126001, 104.1288899 30.7120465), (104.1288899 30.7120465, 104.129582 30.7126001, 104.1298985 30.7128906, 104.1301726 30.7132358), (104.1301726 30.7132358, 104.1303464 30.713764, 104.130317 30.7139006, 104.1280929 30.7144989, 104.130317 30.7139006, 104.1303464 30.713764, 104.1301726 30.7132358))"
664983838,secondary,449.48800000000006,"LINESTRING (104.0461919 30.6710187, 104.0461457 30.6714661, 104.0459975 30.6723991, 104.0459777 30.6725235, 104.0458539 30.6733451, 104.0458428 30.6734193, 104.0457507 30.6740348, 104.0456858 30.6743923, 104.0456572 30.6745833, 104.0456445 30.674689, 104.0456327 30.6747854, 104.0456327 30.6749045, 104.0456478 30.6750292)"
787841926,residential,794.446,"MULTILINESTRING ((104.0471968 30.6720509, 104.046718 30.6723841, 104.0463318 30.672458, 104.0459975 30.6723991, 104.0463318 30.672458, 104.046718 30.6723841, 104.0471968 30.6720509), (104.0471968 30.6720509, 104.048304 30.6713453, 104.0483543 30.6713209, 104.0483984 30.6713069, 104.0484483 30.6712967, 104.0485718 30.6712882, 104.0488488 30.6712787, 104.0490436 30.6712853, 104.0492054 30.6713258, 104.0494917 30.6714144, 104.0496835 30.6714556, 104.0494917 30.6714144, 104.0492054 30.6713258, 104.0490436 30.6712853, 104.0488488 30.6712787, 104.0485718 30.6712882, 104.0484483 30.6712967, 104.0483984 30.6713069, 104.0483543 30.6713209, 104.048304 30.6713453, 104.0471968 30.6720509))"
355848931,service,132.216,"LINESTRING (104.0523448 30.6637584, 104.0530348 30.6637239, 104.0523448 30.6637584)"
1018719865,residential,535.69,"LINESTRING (104.0471968 30.6720509, 104.048304 30.6713453, 104.0483543 30.6713209, 104.0483984 30.6713069, 104.0484483 30.6712967, 104.0485718 30.6712882, 104.0488488 30.6712787, 104.0490436 30.6712853, 104.0492054 30.6713258, 104.0494917 30.6714144, 104.0496835 30.6714556, 104.0494917 30.6714144, 104.0492054 30.6713258, 104.0490436 30.6712853, 104.0488488 30.6712787, 104.0485718 30.6712882, 104.0484483 30.6712967, 104.0483984 30.6713069, 104.0483543 30.6713209, 104.048304 30.6713453, 104.0471968 30.6720509)"
787841927,residential,535.69,"LINESTRING (104.0471968 30.6720509, 104.048304 30.6713453, 104.0483543 30.6713209, 104.0483984 30.6713069, 104.0484483 30.6712967, 104.0485718 30.6712882, 104.0488488 30.6712787, 104.0490436 30.6712853, 104.0492054 30.6713258, 104.0494917 30.6714144, 104.0496835 30.6714556, 104.0494917 30.6714144, 104.0492054 30.6713258, 104.0490436 30.6712853, 104.0488488 30.6712787, 104.0485718 30.6712882, 104.0484483 30.6712967, 104.0483984 30.6713069, 104.0483543 30.6713209, 104.048304 30.6713453, 104.0471968 30.6720509)"
355848933,residential,881.414,"MULTILINESTRING ((104.0535921 30.6701733, 104.0535986 30.6701787, 104.0535921 30.6701733), (104.0535921 30.6701733, 104.0534435 30.6702331, 104.0502904 30.6717382, 104.0497111 30.6720196, 104.0495493 30.6720396, 104.0497111 30.6720196, 104.0502904 30.6717382, 104.0534435 30.6702331, 104.0535921 30.6701733))"
834227927,residential,932.9300000000001,"LINESTRING (104.0494464 30.6737532, 104.0510422 30.6730437, 104.0535723 30.6718309, 104.053735 30.6717561, 104.0535723 30.6718309, 104.0510422 30.6730437, 104.0494464 30.6737532)"
355858430,residential,777.474,"LINESTRING (104.0541327 30.6725833, 104.0576075 30.671083, 104.0576697 30.671076, 104.0577833 30.6710823, 104.0576697 30.671076, 104.0576075 30.671083, 104.0541327 30.6725833)"
355858154,service,548.078,"MULTILINESTRING ((104.0534018 30.6640605, 104.0533865 30.6637417, 104.0535045 30.6632756), (104.0535045 30.6632756, 104.0533865 30.6637417, 104.0534018 30.6640605), (104.0534018 30.6640605, 104.0539658 30.6639862, 104.0538041 30.6633545, 104.0535045 30.6632756), (104.0535045 30.6632756, 104.0538041 30.6633545, 104.0539658 30.6639862, 104.0534018 30.6640605), (104.0535045 30.6632756, 104.0533622 30.6630448, 104.0535045 30.6632756))"
834227929,service,356.61600000000004,"LINESTRING (104.0534018 30.6640605, 104.0534341 30.6644364, 104.0538391 30.6643995, 104.0538698 30.6645972, 104.0539317 30.6650591, 104.0540547 30.6652427, 104.0539317 30.6650591, 104.0538698 30.6645972, 104.0538391 30.6643995, 104.0534341 30.6644364, 104.0534018 30.6640605)"
576684153,residential,851.938,"LINESTRING (104.0538492 30.6717313, 104.0575493 30.6700417, 104.0576325 30.6700212, 104.0577213 30.6700134, 104.0578101 30.6700158, 104.0577213 30.6700134, 104.0576325 30.6700212, 104.0575493 30.6700417, 104.0538492 30.6717313)"
355858432,residential,273.23,"LINESTRING (104.0578822 30.6730431, 104.0581815 30.672984, 104.0591759 30.6725382, 104.0581815 30.672984, 104.0578822 30.6730431)"
355858431,unclassified,355.818,"LINESTRING (104.0623483 30.6748113, 104.063955 30.6740049, 104.0623483 30.6748113)"
844894017,secondary,312.428,"LINESTRING (104.0383143 30.6686636, 104.0380831 30.6687867, 104.0378818 30.6688853, 104.0376267 30.6690102, 104.0369401 30.6693759, 104.0362143 30.6697384, 104.0359904 30.6698376, 104.0357059 30.6699267, 104.0354429 30.6699712)"
890791647,primary,287.428,"LINESTRING (104.0383034 30.6683947, 104.0383143 30.6686636, 104.0383197 30.668765, 104.038329 30.6689378, 104.0383313 30.6691748, 104.0382613 30.6706983, 104.0381919 30.6709715)"
461777221,primary,787.953,"LINESTRING (104.0381142 30.6684816, 104.0381142 30.6683084, 104.0381142 30.6679655, 104.0381795 30.6659473, 104.0383048 30.6617172, 104.038312 30.6613976)"
584723985,primary_link,36.977999999999994,"LINESTRING (104.0380157 30.6691532, 104.0380834 30.6691014, 104.0381268 30.6690853, 104.0381938 30.6690842, 104.0382267 30.6690883, 104.0382997 30.6691301, 104.0383313 30.6691748)"
844894013,secondary_link,44.372,"LINESTRING (104.0380157 30.6691532, 104.0379748 30.6690844, 104.0378467 30.6690215, 104.037743 30.6689935, 104.0376267 30.6690102)"
890791648,primary,276.23999999999995,"LINESTRING (104.0380489 30.670956, 104.037995 30.6706922, 104.0380157 30.6691532, 104.0380695 30.6688609, 104.0380831 30.6687867, 104.0381142 30.6684816)"
358373081,service,169.776,"LINESTRING (104.0632455 30.6667504, 104.0641313 30.6667982, 104.0632455 30.6667504)"
589466825,unclassified,600.0080000000002,"MULTILINESTRING ((104.0647424 30.6677547, 104.0632211 30.6677309), (104.0632211 30.6677309, 104.0647424 30.6677547), (104.0632211 30.6677309, 104.0631033 30.6677301, 104.0632211 30.6677309), (104.0647424 30.6677547, 104.0662392 30.6677893, 104.0647424 30.6677547))"
358373082,service,182.254,"LINESTRING (104.0647424 30.6677547, 104.064773 30.6669356, 104.0647424 30.6677547)"
